epoch	loss	acc	val_loss	val_acc
0	4.645309511343668	0.02088475413231463	4.305497283544518	0.06340167036134362
1	4.042509642185105	0.088190620849611	3.811496709636784	0.12414578596750896
2	3.5464146755125077	0.15160432882863023	3.296120526669328	0.19855732728155073
3	3.218847436970091	0.20723371937919075	3.009990465849208	0.2570235386162702
4	2.9717251584089435	0.2571672678491706	2.837578326893649	0.3071374333800922
5	2.757112375988733	0.30102525154938164	2.606783510793224	0.34662110855747735
6	2.5622091713407946	0.34383899758272657	2.47409989640128	0.38876233894261975
7	2.402661031397466	0.3811467628857432	2.2959915078220354	0.42217160174135193
8	2.2355311841694934	0.4209227263984043	2.2042938144078468	0.4453302961954495
9	2.079536662872181	0.4607936206399455	2.0801626390458603	0.46772968846011903
10	1.9703992722902213	0.48281754319346876	1.9493718312016561	0.5083523160956896
11	1.8696285672266568	0.5103474463641542	1.89582680298147	0.5197418382788754
12	1.7736243388674078	0.5358838047432632	1.8309963881833677	0.5322703120829757
13	1.6845556295232662	0.5555344598443136	1.7025032185566815	0.5671981772239587
14	1.5992050433896718	0.5787924814092971	1.6344945917730542	0.5911161736638236
15	1.516434025782572	0.5955002847921018	1.614861571164229	0.5850417621224417
16	1.402712803944388	0.6292006835576274	1.5120674424218516	0.6138952169440058
17	1.3636257404707992	0.6333776343948411	1.461137299476108	0.6241457866463773
18	1.3012677668529284	0.6569204480389569	1.4282968432593726	0.6343963547647226
19	1.2496667163114474	0.6613821910458361	1.3600460700040164	0.6537585415528775
20	1.1724842950200953	0.6866337572552798	1.313382687130568	0.6598329544519962
21	1.1174843387131177	0.6989747483996935	1.2940777469604596	0.6628701593175292
22	1.0873025297462227	0.7044807290338306	1.291692703170313	0.6678056180160337
23	1.0380504794131653	0.7190051262917816	1.2033125136780214	0.6883067569681978
24	0.9959293413777855	0.7289728497177821	1.2031778608566899	0.6955201221218413
25	0.9392136558989364	0.7475792671236748	1.1681779232003422	0.6977980264498596
26	0.9254131928009893	0.7473894057677641	1.127639361285946	0.7091875476373717
27	0.8967292790669111	0.7576419213747466	1.116356720142321	0.7129840550770249
28	0.8534438599326114	0.7661856845522008	1.1142476297456745	0.712604404581978
29	0.8339796887191894	0.7742547938985301	1.0786647051685945	0.7171602127854355
30	0.7623588836507686	0.792956141959745	1.066691227002676	0.7258921796024616
31	0.7414805826775055	0.799506360311673	1.093209851032509	0.7179195140018187
32	0.7560912279017129	0.7917220430105263	1.167533554538417	0.6905846619750843
33	0.7184964871415609	0.7992215682891236	1.0469036445349749	0.7285497348781056
34	0.6949027219940368	0.8054869944487529	0.9634910593814894	0.7448747152167011
35	0.6655647567718604	0.8164989558528265	1.0194571759543278	0.728929384694284
36	0.6475020112564923	0.821150560045867	0.9604837452722664	0.748291571482439
37	0.5998607027546513	0.8332067591564148	0.9325580443046992	0.7536066815811482
38	0.5852491977727683	0.8404214923332465	0.9686912742635022	0.7501898246365419
39	0.5809430377474767	0.8408961457682896	0.9333462587521668	0.7509491260792146
40	0.5594009190192366	0.845547750085813	0.9430176778190862	0.7486712229731596
41	0.5446155611910131	0.8470666414423461	0.907638660596009	0.7627182998888947
42	0.5366565329493936	0.8499145623242038	0.8945233171965556	0.764996204216913
43	0.50492176638171	0.8611163849936551	0.8769762897998343	0.7733485186380605
44	0.5010134208716137	0.857414087727284	0.8889153052571152	0.7665148071022584
45	0.4706894961835221	0.8691854946002667	0.869449449019986	0.7710706155320054
46	0.4675535459106055	0.8728877919345376	0.859473878810509	0.7733485194074446
47	0.44819005439986265	0.8775393961841611	0.8733539377638311	0.7710706143100423
48	0.4433573758735678	0.878963356772206	0.8553198246496051	0.772209567922304
49	0.4320111142654267	0.8799126636988754	0.8449976467778489	0.7782839780154334
